epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
367,550.375,0.58272,0.404,0.90532,0.43708,0.21053,0.28058,0.11341,2.48949,2.70177,2.36647,0.0063766,0.0063766,0.0063766
368,551.961,0.52446,0.38398,0.88429,0.43708,0.21053,0.28058,0.11341,2.48949,2.70177,2.36647,0.0063667,0.0063667,0.0063667
369,553.566,0.60246,0.39477,0.90129,0.33158,0.26316,0.30685,0.12279,2.43073,2.57772,2.42988,0.0063568,0.0063568,0.0063568
370,555.159,0.61774,0.40637,0.92309,0.33158,0.26316,0.30685,0.12279,2.43073,2.57772,2.42988,0.0063469,0.0063469,0.0063469
371,556.747,0.60095,0.44382,0.92904,0.34213,0.26316,0.28953,0.11954,2.43824,2.55026,2.43195,0.006337,0.006337,0.006337
372,558.335,0.55,0.3778,0.89539,0.34213,0.26316,0.28953,0.11954,2.43824,2.55026,2.43195,0.0063271,0.0063271,0.0063271
373,559.104,0.54726,0.36976,0.88887,0.32457,0.26316,0.28238,0.12344,2.4023,2.67498,2.37658,0.0063172,0.0063172,0.0063172
374,560.268,0.64563,0.43957,0.96038,0.32457,0.26316,0.28238,0.12344,2.4023,2.67498,2.37658,0.0063073,0.0063073,0.0063073
375,561.342,0.62785,0.43932,0.95442,0.32457,0.26316,0.28238,0.12344,2.4023,2.67498,2.37658,0.0062974,0.0062974,0.0062974
376,562.144,0.53453,0.35284,0.91513,0.33051,0.26316,0.28777,0.12415,2.37269,2.53469,2.31415,0.0062875,0.0062875,0.0062875
377,563.815,0.5149,0.35516,0.86711,0.33051,0.26316,0.28777,0.12415,2.37269,2.53469,2.31415,0.0062776,0.0062776,0.0062776
378,565.409,0.55802,0.38045,0.92148,0.26805,0.23684,0.27879,0.12421,2.31812,2.49355,2.27763,0.0062677,0.0062677,0.0062677
379,566.991,0.6027,0.40886,0.92538,0.26805,0.23684,0.27879,0.12421,2.31812,2.49355,2.27763,0.0062578,0.0062578,0.0062578
380,568.58,0.5765,0.39077,0.90575,0.4719,0.18421,0.27807,0.12959,2.33156,2.38651,2.28304,0.0062479,0.0062479,0.0062479
381,570.163,0.5595,0.37933,0.91698,0.4719,0.18421,0.27807,0.12959,2.33156,2.38651,2.28304,0.006238,0.006238,0.006238
382,571.745,0.55217,0.3736,0.91048,0.48433,0.18421,0.27754,0.12438,2.30215,2.25533,2.23362,0.0062281,0.0062281,0.0062281
383,573.362,0.51584,0.33903,0.90166,0.48433,0.18421,0.27754,0.12438,2.30215,2.25533,2.23362,0.0062182,0.0062182,0.0062182
384,575.07,0.57727,0.37506,0.89114,0.30286,0.24286,0.2755,0.13806,2.38801,2.3491,2.40259,0.0062083,0.0062083,0.0062083
385,576.762,0.61485,0.40813,0.91738,0.30286,0.24286,0.2755,0.13806,2.38801,2.3491,2.40259,0.0061984,0.0061984,0.0061984
386,578.378,0.56047,0.36141,0.88664,0.40859,0.23538,0.278,0.127,2.46983,2.10847,2.37108,0.0061885,0.0061885,0.0061885
387,580.08,0.51829,0.3354,0.87265,0.40859,0.23538,0.278,0.127,2.46983,2.10847,2.37108,0.0061786,0.0061786,0.0061786
388,581.672,0.55765,0.37229,0.90875,0.40859,0.23538,0.278,0.127,2.46983,2.10847,2.37108,0.0061687,0.0061687,0.0061687
389,583.393,0.57004,0.36994,0.92018,0.37619,0.21053,0.28429,0.12618,2.35728,2.13859,2.3414,0.0061588,0.0061588,0.0061588
390,584.988,0.60959,0.35837,0.89603,0.37619,0.21053,0.28429,0.12618,2.35728,2.13859,2.3414,0.0061489,0.0061489,0.0061489
391,585.999,0.55503,0.35597,0.91081,0.38971,0.21053,0.29378,0.13388,2.3722,2.15974,2.32575,0.006139,0.006139,0.006139
392,587.078,0.53124,0.33066,0.90906,0.38971,0.21053,0.29378,0.13388,2.3722,2.15974,2.32575,0.0061291,0.0061291,0.0061291
393,587.976,0.5528,0.34777,0.88475,0.47471,0.18421,0.257,0.12922,2.29658,2.36937,2.22985,0.0061192,0.0061192,0.0061192
394,589.691,0.62179,0.39355,0.90523,0.47471,0.18421,0.257,0.12922,2.29658,2.36937,2.22985,0.0061093,0.0061093,0.0061093
395,591.258,0.58942,0.38287,0.90343,0.43725,0.18421,0.27122,0.12832,2.31819,2.26589,2.26279,0.0060994,0.0060994,0.0060994
396,592.841,0.56093,0.36839,0.92527,0.43725,0.18421,0.27122,0.12832,2.31819,2.26589,2.26279,0.0060895,0.0060895,0.0060895
397,594.449,0.59421,0.35973,0.91852,0.39986,0.2102,0.27952,0.13391,2.41768,2.39311,2.39733,0.0060796,0.0060796,0.0060796
398,596.146,0.64452,0.42357,0.93355,0.39986,0.2102,0.27952,0.13391,2.41768,2.39311,2.39733,0.0060697,0.0060697,0.0060697
399,597.757,0.56943,0.36299,0.89429,0.48636,0.18421,0.23448,0.10197,2.2538,2.84429,2.12288,0.0060598,0.0060598,0.0060598
400,599.448,0.55731,0.34875,0.88947,0.48636,0.18421,0.23448,0.10197,2.2538,2.84429,2.12288,0.0060499,0.0060499,0.0060499
401,601.04,0.55667,0.3546,0.89737,0.48636,0.18421,0.23448,0.10197,2.2538,2.84429,2.12288,0.00604,0.00604,0.00604
402,602.641,0.56658,0.40533,0.89038,0.38257,0.18421,0.23802,0.10811,2.29914,2.9826,2.20467,0.0060301,0.0060301,0.0060301
403,604.326,0.58927,0.40811,0.92878,0.38257,0.18421,0.23802,0.10811,2.29914,2.9826,2.20467,0.0060202,0.0060202,0.0060202
404,605.915,0.58487,0.33199,0.92495,0.441,0.23684,0.27591,0.12001,2.42482,2.36086,2.42718,0.0060103,0.0060103,0.0060103
405,607.51,0.60208,0.39597,0.95239,0.441,0.23684,0.27591,0.12001,2.42482,2.36086,2.42718,0.0060004,0.0060004,0.0060004
406,609.1,0.59459,0.38595,0.93156,0.44017,0.18421,0.26425,0.10937,2.3884,2.93643,2.17342,0.0059905,0.0059905,0.0059905
407,610.681,0.57139,0.35437,0.89042,0.44017,0.18421,0.26425,0.10937,2.3884,2.93643,2.17342,0.0059806,0.0059806,0.0059806
408,611.694,0.59074,0.41824,0.93295,0.39139,0.21053,0.27133,0.12006,2.50742,2.29163,2.54465,0.0059707,0.0059707,0.0059707
409,612.917,0.57319,0.35105,0.91286,0.39139,0.21053,0.27133,0.12006,2.50742,2.29163,2.54465,0.0059608,0.0059608,0.0059608
410,614.006,0.5379,0.35091,0.91228,0.38445,0.21053,0.26769,0.11822,2.40173,2.53124,2.36173,0.0059509,0.0059509,0.0059509
411,614.884,0.49701,0.31864,0.87219,0.38445,0.21053,0.26769,0.11822,2.40173,2.53124,2.36173,0.005941,0.005941,0.005941
412,616.575,0.5587,0.35863,0.8977,0.39992,0.21034,0.26648,0.11146,2.43229,2.70712,2.37881,0.0059311,0.0059311,0.0059311
413,618.264,0.53271,0.34856,0.86199,0.39992,0.21034,0.26648,0.11146,2.43229,2.70712,2.37881,0.0059212,0.0059212,0.0059212
414,619.858,0.5318,0.34531,0.87289,0.39992,0.21034,0.26648,0.11146,2.43229,2.70712,2.37881,0.0059113,0.0059113,0.0059113
415,621.441,0.53753,0.36423,0.93482,0.39447,0.21053,0.27339,0.11008,2.41617,2.76143,2.36783,0.0059014,0.0059014,0.0059014
416,623.027,0.51031,0.34858,0.87613,0.39447,0.21053,0.27339,0.11008,2.41617,2.76143,2.36783,0.0058915,0.0058915,0.0058915
417,624.625,0.54317,0.38141,0.88803,0.39503,0.21053,0.2868,0.1183,2.50014,2.50536,2.49672,0.0058816,0.0058816,0.0058816
418,626.202,0.51026,0.37733,0.87847,0.39503,0.21053,0.2868,0.1183,2.50014,2.50536,2.49672,0.0058717,0.0058717,0.0058717
419,627.778,0.56774,0.39295,0.89796,0.393,0.21053,0.28555,0.11323,2.46101,2.65187,2.37674,0.0058618,0.0058618,0.0058618
420,629.374,0.51326,0.37844,0.88675,0.393,0.21053,0.28555,0.11323,2.46101,2.65187,2.37674,0.0058519,0.0058519,0.0058519
421,630.966,0.55586,0.36354,0.91442,0.43616,0.18027,0.25012,0.08814,2.54221,3.02946,2.50528,0.005842,0.005842,0.005842
422,632.549,0.51665,0.34323,0.89366,0.43616,0.18027,0.25012,0.08814,2.54221,3.02946,2.50528,0.0058321,0.0058321,0.0058321
423,634.14,0.55482,0.35262,0.88667,0.33619,0.23684,0.29525,0.12136,2.47635,2.39867,2.46762,0.0058222,0.0058222,0.0058222
424,635.721,0.5319,0.32629,0.91789,0.33619,0.23684,0.29525,0.12136,2.47635,2.39867,2.46762,0.0058123,0.0058123,0.0058123
425,637.333,0.53306,0.36406,0.90562,0.40775,0.23296,0.29867,0.12092,2.48493,2.47525,2.433,0.0058024,0.0058024,0.0058024
426,638.09,0.55643,0.34966,0.89524,0.40775,0.23296,0.29867,0.12092,2.48493,2.47525,2.433,0.0057925,0.0057925,0.0057925
427,639.299,0.61079,0.43256,0.95071,0.40775,0.23296,0.29867,0.12092,2.48493,2.47525,2.433,0.0057826,0.0057826,0.0057826
428,640.43,0.49824,0.33834,0.87605,0.44965,0.2352,0.28898,0.12602,2.36439,2.42744,2.28434,0.0057727,0.0057727,0.0057727
429,641.522,0.524,0.36169,0.91781,0.44965,0.2352,0.28898,0.12602,2.36439,2.42744,2.28434,0.0057628,0.0057628,0.0057628
430,643.24,0.52483,0.37376,0.92218,0.449,0.23212,0.28511,0.1221,2.36404,2.57876,2.32428,0.0057529,0.0057529,0.0057529
431,644.961,0.55071,0.39514,0.91704,0.449,0.23212,0.28511,0.1221,2.36404,2.57876,2.32428,0.005743,0.005743,0.005743
432,646.64,0.5451,0.35939,0.92217,0.38445,0.21053,0.27301,0.11192,2.3271,2.83683,2.29274,0.0057331,0.0057331,0.0057331
433,648.235,0.49645,0.35992,0.93013,0.38445,0.21053,0.27301,0.11192,2.3271,2.83683,2.29274,0.0057232,0.0057232,0.0057232
434,649.814,0.54377,0.39781,0.90188,0.43961,0.23684,0.29422,0.12635,2.3808,2.52395,2.33427,0.0057133,0.0057133,0.0057133
435,651.41,0.48494,0.32337,0.8802,0.43961,0.23684,0.29422,0.12635,2.3808,2.52395,2.33427,0.0057034,0.0057034,0.0057034
436,653.011,0.55887,0.39883,0.90963,0.43743,0.21053,0.29284,0.12202,2.41703,2.59802,2.29328,0.0056935,0.0056935,0.0056935
437,654.7,0.66642,0.45814,0.96098,0.43743,0.21053,0.29284,0.12202,2.41703,2.59802,2.29328,0.0056836,0.0056836,0.0056836
438,656.316,0.5332,0.35297,0.91876,0.43345,0.21053,0.28864,0.12958,2.40465,2.46362,2.24635,0.0056737,0.0056737,0.0056737
439,658.015,0.50456,0.34178,0.87746,0.43345,0.21053,0.28864,0.12958,2.40465,2.46362,2.24635,0.0056638,0.0056638,0.0056638
440,659.729,0.55792,0.33505,0.90016,0.43345,0.21053,0.28864,0.12958,2.40465,2.46362,2.24635,0.0056539,0.0056539,0.0056539
441,661.443,0.54882,0.34122,0.90838,0.38082,0.25277,0.31615,0.13284,2.44376,2.45255,2.30176,0.005644,0.005644,0.005644
442,663.027,0.5881,0.36207,0.93381,0.38082,0.25277,0.31615,0.13284,2.44376,2.45255,2.30176,0.0056341,0.0056341,0.0056341
443,664.132,0.55862,0.3342,0.90236,0.40793,0.21053,0.28913,0.12443,2.3454,2.33554,2.17896,0.0056242,0.0056242,0.0056242
444,665.258,0.54412,0.33636,0.86221,0.40793,0.21053,0.28913,0.12443,2.3454,2.33554,2.17896,0.0056143,0.0056143,0.0056143
445,666.387,0.54548,0.34618,0.90863,0.39354,0.21053,0.28653,0.12023,2.36666,2.41408,2.22995,0.0056044,0.0056044,0.0056044
446,667.197,0.54516,0.32293,0.88895,0.39354,0.21053,0.28653,0.12023,2.36666,2.41408,2.22995,0.0055945,0.0055945,0.0055945
447,668.924,0.55279,0.3561,0.8981,0.5,0.20569,0.30213,0.12806,2.38724,2.36576,2.21401,0.0055846,0.0055846,0.0055846
448,670.499,0.56167,0.38213,0.91173,0.5,0.20569,0.30213,0.12806,2.38724,2.36576,2.21401,0.0055747,0.0055747,0.0055747
449,672.229,0.53322,0.36339,0.89819,0.4952,0.21053,0.30181,0.12019,2.39156,2.24985,2.2835,0.0055648,0.0055648,0.0055648
450,673.806,0.54213,0.37698,0.91268,0.4952,0.21053,0.30181,0.12019,2.39156,2.24985,2.2835,0.0055549,0.0055549,0.0055549
451,675.418,0.50503,0.33615,0.90847,0.44039,0.21053,0.29324,0.12241,2.39569,2.56589,2.33696,0.005545,0.005545,0.005545
452,677.105,0.57302,0.37327,0.9391,0.44039,0.21053,0.29324,0.12241,2.39569,2.56589,2.33696,0.0055351,0.0055351,0.0055351
453,678.701,0.5411,0.3334,0.87037,0.44039,0.21053,0.29324,0.12241,2.39569,2.56589,2.33696,0.0055252,0.0055252,0.0055252
454,680.309,0.49929,0.33072,0.88182,0.39876,0.20759,0.28388,0.11123,2.39819,2.67093,2.36982,0.0055153,0.0055153,0.0055153
455,681.885,0.54606,0.36052,0.8908,0.39876,0.20759,0.28388,0.11123,2.39819,2.67093,2.36982,0.0055054,0.0055054,0.0055054
456,683.478,0.5155,0.34209,0.88497,0.44425,0.21053,0.29079,0.11931,2.36316,2.30877,2.28337,0.0054955,0.0054955,0.0054955
457,685.187,0.49938,0.33972,0.85925,0.44425,0.21053,0.29079,0.11931,2.36316,2.30877,2.28337,0.0054856,0.0054856,0.0054856
458,686.761,0.54143,0.38962,0.98013,0.442,0.21053,0.2802,0.11139,2.41549,2.4689,2.32411,0.0054757,0.0054757,0.0054757
459,688.355,0.51673,0.34785,0.89023,0.442,0.21053,0.2802,0.11139,2.41549,2.4689,2.32411,0.0054658,0.0054658,0.0054658
460,689.942,0.52912,0.36506,0.89025,0.37959,0.21053,0.27198,0.10812,2.45728,2.67105,2.41793,0.0054559,0.0054559,0.0054559
461,690.72,0.45809,0.33009,0.84933,0.37959,0.21053,0.27198,0.10812,2.45728,2.67105,2.41793,0.005446,0.005446,0.005446
462,692.006,0.46948,0.34362,0.8526,0.36588,0.21053,0.272,0.09701,2.38156,2.57556,2.36313,0.0054361,0.0054361,0.0054361
463,693.02,0.50736,0.35603,0.88633,0.36588,0.21053,0.272,0.09701,2.38156,2.57556,2.36313,0.0054262,0.0054262,0.0054262
464,694.406,0.49991,0.34714,0.85895,0.36211,0.21053,0.25037,0.10181,2.42809,2.74484,2.40001,0.0054163,0.0054163,0.0054163
465,696.069,0.54668,0.40837,0.93079,0.36211,0.21053,0.25037,0.10181,2.42809,2.74484,2.40001,0.0054064,0.0054064,0.0054064
466,697.656,0.52037,0.364,0.88605,0.36211,0.21053,0.25037,0.10181,2.42809,2.74484,2.40001,0.0053965,0.0053965,0.0053965
467,699.242,0.51907,0.37069,0.88683,0.3008,0.21053,0.2469,0.09775,2.49979,2.73344,2.43671,0.0053866,0.0053866,0.0053866
468,700.947,0.53129,0.37706,0.87989,0.3008,0.21053,0.2469,0.09775,2.49979,2.73344,2.43671,0.0053767,0.0053767,0.0053767
469,702.538,0.54076,0.36362,0.93415,0.32436,0.21053,0.23678,0.09398,2.50996,2.72307,2.47911,0.0053668,0.0053668,0.0053668
470,704.121,0.46893,0.37126,0.87404,0.32436,0.21053,0.23678,0.09398,2.50996,2.72307,2.47911,0.0053569,0.0053569,0.0053569
471,705.698,0.46597,0.33394,0.89492,0.35548,0.21053,0.22365,0.08924,2.48859,2.56165,2.42045,0.005347,0.005347,0.005347
472,707.284,0.45858,0.33421,0.86603,0.35548,0.21053,0.22365,0.08924,2.48859,2.56165,2.42045,0.0053371,0.0053371,0.0053371
473,708.883,0.53445,0.36727,0.89131,0.35303,0.21053,0.22435,0.09161,2.55934,2.59761,2.52715,0.0053272,0.0053272,0.0053272
474,710.466,0.53676,0.39013,0.91359,0.35303,0.21053,0.22435,0.09161,2.55934,2.59761,2.52715,0.0053173,0.0053173,0.0053173
475,712.057,0.47459,0.32761,0.87125,0.48164,0.15789,0.21867,0.09091,2.5371,2.64734,2.37741,0.0053074,0.0053074,0.0053074
476,713.767,0.52006,0.35403,0.93391,0.48164,0.15789,0.21867,0.09091,2.5371,2.64734,2.37741,0.0052975,0.0052975,0.0052975
477,715.376,0.44886,0.31495,0.88041,0.40938,0.21053,0.25176,0.1002,2.53209,2.55311,2.47015,0.0052876,0.0052876,0.0052876
478,716.724,0.46896,0.29357,0.89612,0.40938,0.21053,0.25176,0.1002,2.53209,2.55311,2.47015,0.0052777,0.0052777,0.0052777
479,717.816,0.49109,0.3385,0.87969,0.40938,0.21053,0.25176,0.1002,2.53209,2.55311,2.47015,0.0052678,0.0052678,0.0052678
480,718.898,0.47488,0.31437,0.9073,0.3404,0.21053,0.23698,0.08544,2.50176,2.63684,2.37288,0.0052579,0.0052579,0.0052579
481,719.728,0.42618,0.29075,0.86901,0.3404,0.21053,0.23698,0.08544,2.50176,2.63684,2.37288,0.005248,0.005248,0.005248
482,721.393,0.48234,0.31628,0.87191,0.32022,0.21053,0.22099,0.07512,2.50201,2.56664,2.38864,0.0052381,0.0052381,0.0052381
483,723.084,0.52268,0.37792,0.92201,0.32022,0.21053,0.22099,0.07512,2.50201,2.56664,2.38864,0.0052282,0.0052282,0.0052282
484,724.665,0.49434,0.34608,0.88278,0.34216,0.18421,0.22279,0.09019,2.55435,2.72878,2.46493,0.0052183,0.0052183,0.0052183
485,726.253,0.51886,0.35233,0.90078,0.34216,0.18421,0.22279,0.09019,2.55435,2.72878,2.46493,0.0052084,0.0052084,0.0052084
486,727.969,0.4633,0.33354,0.8726,0.39528,0.18421,0.244,0.08488,2.61759,2.54912,2.5336,0.0051985,0.0051985,0.0051985
487,729.561,0.46217,0.31723,0.88423,0.39528,0.18421,0.244,0.08488,2.61759,2.54912,2.5336,0.0051886,0.0051886,0.0051886
488,731.147,0.49295,0.35368,0.90196,0.35534,0.21053,0.22737,0.09173,2.39581,2.38529,2.28967,0.0051787,0.0051787,0.0051787
489,732.728,0.51216,0.33027,0.88504,0.35534,0.21053,0.22737,0.09173,2.39581,2.38529,2.28967,0.0051688,0.0051688,0.0051688
490,734.341,0.52511,0.33287,0.89058,0.3381,0.23684,0.23876,0.09395,2.37558,2.19396,2.34371,0.0051589,0.0051589,0.0051589
491,736.036,0.50742,0.35211,0.89697,0.3381,0.23684,0.23876,0.09395,2.37558,2.19396,2.34371,0.005149,0.005149,0.005149
492,737.615,0.45002,0.32579,0.86538,0.3381,0.23684,0.23876,0.09395,2.37558,2.19396,2.34371,0.0051391,0.0051391,0.0051391
493,739.202,0.43607,0.29079,0.8517,0.31721,0.23684,0.25153,0.10248,2.38517,2.23223,2.32061,0.0051292,0.0051292,0.0051292
494,740.787,0.48046,0.31587,0.8855,0.31721,0.23684,0.25153,0.10248,2.38517,2.23223,2.32061,0.0051193,0.0051193,0.0051193
495,742.371,0.46364,0.3439,0.91561,0.39272,0.21053,0.24224,0.09125,2.38446,2.30617,2.35106,0.0051094,0.0051094,0.0051094
496,743.361,0.48913,0.3469,0.84815,0.39272,0.21053,0.24224,0.09125,2.38446,2.30617,2.35106,0.0050995,0.0050995,0.0050995
497,744.538,0.51097,0.36918,0.91205,0.32851,0.23684,0.23964,0.09841,2.3433,2.14712,2.37769,0.0050896,0.0050896,0.0050896
498,745.61,0.54709,0.38425,0.9275,0.32851,0.23684,0.23964,0.09841,2.3433,2.14712,2.37769,0.0050797,0.0050797,0.0050797
499,746.386,0.47953,0.35443,0.89315,0.37113,0.23684,0.24767,0.0957,2.36757,2.19841,2.40636,0.0050698,0.0050698,0.0050698
500,747.123,0.45054,0.32949,0.86295,0.37113,0.23684,0.24767,0.0957,2.36757,2.19841,2.40636,0.0050599,0.0050599,0.0050599
501,748.911,0.43741,0.32295,0.86893,0.49437,0.23684,0.27665,0.10776,2.43642,2.36143,2.43051,0.00505,0.00505,0.00505
502,750.475,0.45368,0.32903,0.86786,0.49437,0.23684,0.27665,0.10776,2.43642,2.36143,2.43051,0.0050401,0.0050401,0.0050401
503,752.093,0.46847,0.33562,0.85578,0.442,0.23684,0.2909,0.11355,2.36229,2.36699,2.33796,0.0050302,0.0050302,0.0050302
504,753.789,0.45243,0.32753,0.85313,0.442,0.23684,0.2909,0.11355,2.36229,2.36699,2.33796,0.0050203,0.0050203,0.0050203
505,755.383,0.50805,0.38991,0.88966,0.442,0.23684,0.2909,0.11355,2.36229,2.36699,2.33796,0.0050104,0.0050104,0.0050104
506,757.099,0.4131,0.30297,0.83797,0.38918,0.21053,0.26818,0.10775,2.4443,2.64367,2.47936,0.0050005,0.0050005,0.0050005
507,758.675,0.48882,0.35172,0.91551,0.38918,0.21053,0.26818,0.10775,2.4443,2.64367,2.47936,0.0049906,0.0049906,0.0049906
508,760.265,0.4693,0.31817,0.86817,0.34355,0.2315,0.27502,0.10644,2.52426,2.64671,2.58278,0.0049807,0.0049807,0.0049807
509,761.858,0.49605,0.34385,0.89003,0.34355,0.2315,0.27502,0.10644,2.52426,2.64671,2.58278,0.0049708,0.0049708,0.0049708
510,763.457,0.45942,0.33323,0.87161,0.37034,0.23684,0.25778,0.10856,2.45719,2.45319,2.50805,0.0049609,0.0049609,0.0049609
511,765.046,0.44303,0.34456,0.89554,0.37034,0.23684,0.25778,0.10856,2.45719,2.45319,2.50805,0.004951,0.004951,0.004951
512,766.615,0.43359,0.31932,0.84382,0.37441,0.23547,0.2971,0.12694,2.42032,2.09698,2.48746,0.0049411,0.0049411,0.0049411
513,768.202,0.53092,0.33827,0.89181,0.37441,0.23547,0.2971,0.12694,2.42032,2.09698,2.48746,0.0049312,0.0049312,0.0049312
514,769.802,0.47027,0.34002,0.89578,0.38323,0.25937,0.30948,0.12827,2.45433,2.77365,2.32842,0.0049213,0.0049213,0.0049213
515,770.793,0.51893,0.36436,0.90927,0.38323,0.25937,0.30948,0.12827,2.45433,2.77365,2.32842,0.0049114,0.0049114,0.0049114
516,772.002,0.4922,0.35306,0.87688,0.37123,0.23684,0.29703,0.11832,2.47823,2.05268,2.4993,0.0049015,0.0049015,0.0049015
517,773.172,0.48023,0.333,0.8988,0.37123,0.23684,0.29703,0.11832,2.47823,2.05268,2.4993,0.0048916,0.0048916,0.0048916
518,774.379,0.47125,0.3547,0.88893,0.37123,0.23684,0.29703,0.11832,2.47823,2.05268,2.4993,0.0048817,0.0048817,0.0048817
519,775.977,0.44649,0.32724,0.87279,0.39428,0.21053,0.25262,0.09633,2.48152,2.37887,2.5105,0.0048718,0.0048718,0.0048718
520,777.552,0.47816,0.34838,0.86848,0.39428,0.21053,0.25262,0.09633,2.48152,2.37887,2.5105,0.0048619,0.0048619,0.0048619
521,779.152,0.421,0.31235,0.85072,0.43731,0.21053,0.27155,0.10563,2.45706,2.15335,2.44183,0.004852,0.004852,0.004852
522,780.856,0.46623,0.33794,0.854,0.43731,0.21053,0.27155,0.10563,2.45706,2.15335,2.44183,0.0048421,0.0048421,0.0048421
523,782.446,0.50229,0.34287,0.88253,0.43664,0.21053,0.258,0.09943,2.43355,2.38411,2.44744,0.0048322,0.0048322,0.0048322
524,784.021,0.48382,0.36973,0.90391,0.43664,0.21053,0.258,0.09943,2.43355,2.38411,2.44744,0.0048223,0.0048223,0.0048223
525,785.609,0.41702,0.29819,0.85722,0.48475,0.21053,0.26795,0.10409,2.4908,2.46066,2.46991,0.0048124,0.0048124,0.0048124
526,787.192,0.42814,0.31053,0.85577,0.48475,0.21053,0.26795,0.10409,2.4908,2.46066,2.46991,0.0048025,0.0048025,0.0048025
527,788.8,0.49478,0.36264,0.90724,0.44239,0.21053,0.28093,0.11473,2.54408,2.77649,2.46265,0.0047926,0.0047926,0.0047926
528,790.375,0.53493,0.34887,0.89534,0.44239,0.21053,0.28093,0.11473,2.54408,2.77649,2.46265,0.0047827,0.0047827,0.0047827
529,791.982,0.48536,0.35149,0.92165,0.36144,0.21053,0.24445,0.08629,2.51527,2.68269,2.48183,0.0047728,0.0047728,0.0047728
530,793.685,0.47188,0.35167,0.90034,0.36144,0.21053,0.24445,0.08629,2.51527,2.68269,2.48183,0.0047629,0.0047629,0.0047629
531,795.256,0.39399,0.27816,0.85054,0.36144,0.21053,0.24445,0.08629,2.51527,2.68269,2.48183,0.004753,0.004753,0.004753
532,796.858,0.49665,0.32751,0.87837,0.36274,0.2088,0.24384,0.09427,2.53025,2.76936,2.51695,0.0047431,0.0047431,0.0047431
533,797.967,0.46598,0.32778,0.86627,0.36274,0.2088,0.24384,0.09427,2.53025,2.76936,2.51695,0.0047332,0.0047332,0.0047332
534,799.12,0.42929,0.29931,0.87279,0.43696,0.21053,0.27849,0.11296,2.55058,2.4276,2.47234,0.0047233,0.0047233,0.0047233
535,799.895,0.44915,0.33014,0.87263,0.43696,0.21053,0.27849,0.11296,2.55058,2.4276,2.47234,0.0047134,0.0047134,0.0047134
536,801.686,0.44501,0.32136,0.86908,0.38133,0.18421,0.25613,0.09035,2.51026,2.93042,2.51019,0.0047035,0.0047035,0.0047035
537,803.258,0.47416,0.31217,0.86916,0.38133,0.18421,0.25613,0.09035,2.51026,2.93042,2.51019,0.0046936,0.0046936,0.0046936
538,804.845,0.45908,0.33692,0.85233,0.37912,0.18421,0.25957,0.09696,2.51269,3.09227,2.46242,0.0046837,0.0046837,0.0046837
539,806.43,0.49556,0.36675,0.88396,0.37912,0.18421,0.25957,0.09696,2.51269,3.09227,2.46242,0.0046738,0.0046738,0.0046738
540,808.039,0.41859,0.31374,0.85749,0.34557,0.21053,0.23783,0.09516,2.5069,2.70575,2.43235,0.0046639,0.0046639,0.0046639
541,809.624,0.48499,0.34826,0.90066,0.34557,0.21053,0.23783,0.09516,2.5069,2.70575,2.43235,0.004654,0.004654,0.004654
542,811.347,0.49463,0.3582,0.87542,0.41971,0.18421,0.23741,0.10334,2.49663,2.5937,2.48574,0.0046441,0.0046441,0.0046441
543,813.046,0.48924,0.33579,0.90027,0.41971,0.18421,0.23741,0.10334,2.49663,2.5937,2.48574,0.0046342,0.0046342,0.0046342
544,814.755,0.43384,0.3174,0.86255,0.41971,0.18421,0.23741,0.10334,2.49663,2.5937,2.48574,0.0046243,0.0046243,0.0046243
545,816.352,0.48142,0.34308,0.87945,0.44345,0.20676,0.25762,0.11496,2.39665,2.40194,2.34484,0.0046144,0.0046144,0.0046144
546,817.929,0.47698,0.33742,0.93651,0.44345,0.20676,0.25762,0.11496,2.39665,2.40194,2.34484,0.0046045,0.0046045,0.0046045
547,819.535,0.3947,0.28166,0.85775,0.39973,0.21053,0.25711,0.11385,2.43671,2.41512,2.44261,0.0045946,0.0045946,0.0045946
548,821.122,0.47243,0.31359,0.87644,0.39973,0.21053,0.25711,0.11385,2.43671,2.41512,2.44261,0.0045847,0.0045847,0.0045847
549,822.699,0.46952,0.32308,0.87053,0.36513,0.21053,0.24981,0.10646,2.43564,2.4654,2.40152,0.0045748,0.0045748,0.0045748
550,823.441,0.49015,0.33464,0.86754,0.36513,0.21053,0.24981,0.10646,2.43564,2.4654,2.40152,0.0045649,0.0045649,0.0045649
551,824.626,0.44274,0.31197,0.84771,0.39228,0.21053,0.24523,0.10541,2.53604,2.45207,2.51532,0.004555,0.004555,0.004555
552,825.747,0.49044,0.35017,0.86918,0.39228,0.21053,0.24523,0.10541,2.53604,2.45207,2.51532,0.0045451,0.0045451,0.0045451
553,826.651,0.45155,0.29621,0.87396,0.35635,0.21053,0.2297,0.0954,2.44655,2.38057,2.38647,0.0045352,0.0045352,0.0045352
554,828.28,0.40266,0.28353,0.87126,0.35635,0.21053,0.2297,0.0954,2.44655,2.38057,2.38647,0.0045253,0.0045253,0.0045253
